,Systemic Crisis,Banking Crisis,Gold Standard,exch_usd,Domestic_Debt_In_Default,Sovereign External Debt Default,Weighted GDP,Inflation,Independence,Currency Crises,Inflation Crises
5356,0.0,0.0,0.0,-0.28935872088719167,0.0,0.0,0.0,0.46384872641473546,1.0,0.0,1.0
3074,0.0,0.0,0.0,0.2830536584206336,0.0,0.0,0.0,-0.19484225626342253,1.0,0.0,0.0
160,0.0,0.0,0.0,0.6370914735313953,0.0,0.0,0.0,-0.02707028024043345,1.0,0.0,0.0
3102,0.0,0.0,0.0,1.854616605561846,0.0,0.0,0.0,0.05321233878920465,1.0,0.0,0.0
5441,1.0,1.0,0.0,-0.10581009036894518,1.0,1.0,8.5,0.3318281117712392,1.0,2.0,1.0
3806,0.0,0.0,0.0,-0.23928967210403332,0.0,0.0,0.0,-0.22824329073327168,1.0,0.0,0.0
980,0.0,0.0,0.0,-0.2930279739983878,0.0,0.0,0.0,-0.48793078796058176,1.0,0.0,0.0
2835,0.0,0.0,0.0,-0.013411715497723768,0.0,0.0,0.0,-0.11575750799273284,1.0,0.0,0.0
5864,0.0,0.0,0.0,-0.2586874015195115,0.0,0.0,0.0,-0.12126174399063572,1.0,0.0,0.0
2196,0.0,0.0,0.0,-0.309790206723481,0.0,0.0,0.0,-0.0895649528413755,0.0,0.0,0.0
4082,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,-0.16561093944485855,1.0,0.0,0.0
540,0.0,0.0,0.0,-0.30987699193223306,0.0,0.0,0.0,-0.20437114351489905,1.0,0.0,0.0
5284,0.0,1.0,0.0,-0.30301732325572306,0.0,0.0,0.0,-0.2579705223236188,1.0,0.0,0.0
1292,0.0,0.0,0.0,-0.30987707890847077,0.0,1.0,0.38,-0.3133420296134677,1.0,0.0,0.0
411,0.0,0.0,1.0,-0.3058145255754866,0.0,0.0,0.0,-0.20779954344705803,0.0,0.0,0.0
5116,0.0,0.0,0.0,-0.30046510436850377,0.0,1.0,0.27,-0.042497435029790906,1.0,0.0,0.0
3302,0.0,0.0,1.0,-0.2853900377483379,0.0,0.0,0.0,-0.2650121211606529,0.0,0.0,0.0
2737,0.0,0.0,0.0,-0.27869881425900056,0.0,0.0,0.0,-0.189885082688972,1.0,1.0,0.0
1253,0.0,0.0,0.0,-0.29990794710911983,0.0,0.0,0.0,-0.09561065576656505,1.0,0.0,0.0
4244,0.0,0.0,1.0,-0.29869315198704277,0.0,0.0,0.0,-0.23690339822842138,1.0,0.0,0.0
3428,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.10184249842664908,1.0,0.0,0.0
2933,0.0,0.0,0.0,-0.25241004369216413,0.0,0.0,0.0,0.036454115999470404,1.0,0.0,0.0
3626,0.0,0.0,0.0,-0.30316410855159376,0.0,0.0,0.0,-0.19727356022434742,1.0,0.0,0.0
5271,0.0,0.0,0.0,1.2144112121731814,0.0,0.0,0.0,-0.17878172818050278,1.0,0.0,0.0
606,0.0,0.0,1.0,-0.3098769713256576,0.0,0.0,0.0,-0.30607468808546323,1.0,0.0,0.0
3263,0.0,0.0,0.0,-0.21995736272428204,0.0,0.0,0.0,0.031335841058763414,1.0,0.0,0.0
6538,0.0,1.0,0.0,-0.2971953699967811,0.0,0.0,0.0,-0.16652263416929322,1.0,0.0,0.0
298,0.0,0.0,0.0,-0.30987708941589487,0.0,1.0,1.06,0.423570711534221,1.0,0.0,1.0
993,0.0,0.0,0.0,-0.29221269422011237,0.0,0.0,0.0,-0.2393342228419316,1.0,0.0,0.0
2686,0.0,0.0,0.0,-0.28340075508934576,0.0,1.0,8.68,-0.19742663403711086,1.0,0.0,0.0
5582,0.0,0.0,0.0,-0.3063649629530617,0.0,0.0,0.0,-0.17410555253569898,1.0,0.0,0.0
2149,0.0,0.0,0.0,-0.2851716415895514,0.0,0.0,0.0,0.04650628722289932,1.0,0.0,0.0
3064,0.0,0.0,0.0,-0.07784352342931344,0.0,1.0,0.6,-0.2393342228419316,1.0,0.0,0.0
5599,0.0,0.0,0.0,-0.30323132395074465,0.0,0.0,0.0,-0.007132232984044164,1.0,0.0,0.0
877,0.0,0.0,0.0,0.04815426048598842,1.0,1.0,0.0,0.34931562207365635,1.0,0.0,1.0
1230,0.0,0.0,0.0,-0.3002538233786913,0.0,0.0,0.0,-0.26231341147971365,1.0,0.0,0.0
6661,0.0,0.0,0.0,-0.3029694462037834,0.0,0.0,0.0,0.09512853396894692,1.0,0.0,0.0
698,0.0,0.0,0.0,-0.30263725832114147,0.0,0.0,0.0,-0.2062924559868029,1.0,0.0,0.0
1196,0.0,0.0,0.0,-0.29922904140284684,0.0,0.0,0.0,-0.0735178677784225,1.0,0.0,0.0
3384,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,2.268929131092054,1.0,1.0,1.0
5249,0.0,0.0,0.0,-0.06708519029698146,0.0,0.0,0.0,0.19265121942753075,1.0,0.0,1.0
2756,0.0,0.0,0.0,-0.30205271955811447,0.0,0.0,0.0,-0.21824197691692127,1.0,0.0,0.0
6362,0.0,0.0,0.0,-0.26599529931567306,0.0,0.0,0.0,-0.28033727994009705,1.0,0.0,0.0
2019,0.0,0.0,1.0,-0.3078897831929151,0.0,0.0,0.0,-0.4736768216297601,1.0,0.0,0.0
1189,0.0,1.0,1.0,-0.29999095741381704,0.0,0.0,0.0,-0.1623077190752176,1.0,0.0,0.0
2976,0.0,0.0,0.0,-0.29011273115485736,0.0,0.0,0.0,-0.20788572031603486,1.0,0.0,0.0
6004,0.0,0.0,0.0,-0.10432776349935337,0.0,0.0,0.0,-0.10431951714477539,1.0,0.0,0.0
6613,0.0,0.0,0.0,-0.3098439841159936,0.0,0.0,0.0,-0.26152584155814346,1.0,0.0,0.0
4093,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,0.20643186510822695,1.0,1.0,1.0
2353,0.0,0.0,0.0,-0.3098093197381889,0.0,0.0,0.0,-0.2900839082667101,1.0,0.0,0.0
5075,0.0,0.0,0.0,-0.27521831076919906,0.0,0.0,0.0,-0.23985017797708352,1.0,1.0,0.0
3732,0.0,0.0,0.0,3.229919475169106,0.0,0.0,0.0,-0.16247817749446364,1.0,0.0,0.0
3382,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,0.8341871893412217,1.0,0.0,1.0
5150,0.0,0.0,1.0,-0.30065029640541147,0.0,0.0,0.0,-0.40078531425393205,1.0,0.0,0.0
935,0.0,0.0,0.0,-0.25685919838034826,0.0,1.0,0.0,-0.14214891358471676,1.0,0.0,0.0
517,0.0,0.0,0.0,-0.2964081250837765,0.0,0.0,0.0,-0.1837761738887733,1.0,0.0,0.0
4458,0.0,0.0,0.0,-0.29467375211079994,0.0,0.0,0.0,-0.20325863979210965,1.0,0.0,0.0
4786,0.0,0.0,0.0,0.9352774810410198,0.0,0.0,0.0,0.03721772959949526,1.0,0.0,0.0
1652,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.13135513215733866,1.0,0.0,0.0
3943,0.0,0.0,0.0,-0.2548317705099119,0.0,0.0,0.0,-0.23910248204332893,1.0,0.0,0.0
6076,0.0,0.0,0.0,3.1439445167327826,0.0,0.0,0.0,-0.251620019057046,0.0,0.0,0.0
6353,0.0,0.0,0.0,-0.26577990454052597,0.0,0.0,0.0,-0.19750002269447917,1.0,0.0,0.0
4500,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,0.10100745927601232,1.0,0.0,0.0
989,0.0,0.0,0.0,-0.2905821346635614,0.0,0.0,0.0,-0.19142410314925382,1.0,0.0,0.0
4655,0.0,1.0,0.0,-0.2727398602432416,0.0,0.0,0.0,-0.41745046282173104,1.0,0.0,0.0
5919,0.0,0.0,0.0,-0.29323154688847847,0.0,0.0,0.0,-0.633753259491396,1.0,0.0,0.0
5653,0.0,0.0,0.0,-0.26283791675436846,0.0,0.0,0.0,-0.25639064084422697,1.0,0.0,0.0
5904,0.0,0.0,0.0,-0.3015002316296847,0.0,0.0,0.0,-0.2299851157929789,1.0,0.0,0.0
4280,0.0,0.0,0.0,-0.29799807969293657,0.0,0.0,0.0,-0.11672522683288486,1.0,0.0,0.0
2553,0.0,0.0,0.0,-0.2785051235480406,0.0,0.0,0.0,-0.4932718732522704,1.0,0.0,0.0
5994,0.0,0.0,0.0,-0.28244613658532863,0.0,0.0,0.0,-0.3316293029187958,1.0,0.0,0.0
3869,0.0,0.0,0.0,-0.27825411619812307,0.0,0.0,0.0,-0.2670819457095054,1.0,0.0,0.0
3456,0.0,0.0,0.0,-0.25649553418834176,0.0,0.0,0.0,0.29958122374718504,1.0,0.0,1.0
4530,0.0,0.0,0.0,-0.19925597622801142,0.0,1.0,0.0,0.02991180488574411,1.0,0.0,0.0
2271,0.0,0.0,0.0,-0.3076166834410987,0.0,0.0,0.0,0.6276914329354917,1.0,0.0,1.0
2203,0.0,0.0,1.0,-0.3097906139289691,0.0,0.0,0.0,-0.3873844768310035,0.0,0.0,0.0
5810,0.0,0.0,1.0,-0.2729770325423763,0.0,0.0,0.0,-0.2680069032201844,1.0,0.0,0.0
1634,1.0,1.0,0.0,1.6161596231401807,0.0,0.0,0.0,0.23918320770336116,1.0,1.0,1.0
5153,0.0,0.0,1.0,-0.3004757771219648,0.0,0.0,0.0,-0.3650470164573064,1.0,0.0,0.0
1376,0.0,0.0,0.0,-0.30987704214863016,0.0,0.0,0.0,-0.22780449915138615,1.0,0.0,0.0
4382,0.0,0.0,1.0,-0.3078631013092624,0.0,0.0,0.0,-0.2519977235083428,1.0,0.0,0.0
4392,0.0,0.0,0.0,-0.30742976775438513,0.0,0.0,0.0,-0.08750008828764685,1.0,0.0,0.0
2648,0.0,0.0,1.0,-0.26833833765846704,0.0,0.0,0.0,-0.2672236896069,1.0,0.0,0.0
3310,0.0,0.0,1.0,-0.28527243981668365,0.0,0.0,0.0,-0.2318020310878889,0.0,0.0,0.0
928,0.0,0.0,0.0,-0.2762776803720007,0.0,1.0,0.0,0.11399185371010033,1.0,0.0,0.0
5362,0.0,0.0,0.0,-0.2876738093454223,0.0,0.0,0.0,-0.46449732600827426,1.0,0.0,0.0
3360,0.0,0.0,0.0,-0.29139346157018464,0.0,0.0,0.0,0.023811899221954168,0.0,0.0,0.0
3512,0.0,1.0,1.0,-0.24881806922176933,0.0,0.0,0.0,-0.2775531217420736,1.0,0.0,0.0
2283,0.0,0.0,0.0,-0.3045551629955711,0.0,0.0,0.0,-0.2013588654797319,1.0,0.0,0.0
2723,0.0,0.0,0.0,-0.2738268999476089,0.0,0.0,0.0,-0.15608962854128527,1.0,0.0,0.0
1329,0.0,0.0,0.0,-0.30987708460623486,0.0,0.0,0.0,-0.3543005932674093,1.0,0.0,0.0
4576,0.0,0.0,0.0,-0.2745907923944052,0.0,0.0,0.0,-0.4275465605316863,0.0,0.0,0.0
6668,0.0,0.0,0.0,-0.28865708616891816,0.0,0.0,0.0,0.14666213286792013,1.0,0.0,0.0
5291,0.0,0.0,0.0,-0.25522863882379726,0.0,0.0,0.0,-0.2393342228419316,1.0,0.0,0.0
686,0.0,0.0,0.0,-0.29609548454435286,0.0,0.0,0.0,-0.17050580781266605,1.0,0.0,0.0
4523,1.0,1.0,0.0,-0.2604661937630216,0.0,1.0,0.0,2.167080527506603,1.0,1.0,1.0
3609,0.0,1.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.10735289927007155,1.0,0.0,0.0
1567,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.15073440703364463,1.0,0.0,0.0
3829,0.0,0.0,0.0,-0.07187369901651079,0.0,0.0,0.0,-0.008186322293873352,1.0,0.0,0.0
5866,0.0,0.0,0.0,-0.25883563420647066,0.0,0.0,0.0,-0.15077737751452938,1.0,0.0,0.0
3849,0.0,0.0,0.0,0.48812809072914093,0.0,0.0,0.0,-0.1504041957471474,1.0,0.0,0.0
4552,0.0,0.0,0.0,-0.25918151047604204,0.0,0.0,0.0,-0.7627458582329858,0.0,0.0,0.0
1274,0.0,0.0,0.0,-0.29575249078469756,0.0,0.0,0.0,-0.20606543572733607,1.0,0.0,0.0
2428,0.0,0.0,1.0,-0.3097985239549821,0.0,0.0,0.0,-0.25323200426016507,1.0,0.0,0.0
906,0.0,0.0,0.0,-0.19242739044875856,0.0,0.0,0.0,-0.06708278549292426,1.0,0.0,0.0
716,0.0,0.0,0.0,-0.2997650507988912,0.0,0.0,0.0,0.05274280176309811,1.0,0.0,0.0
4568,0.0,0.0,0.0,-0.27356106932899543,0.0,0.0,0.0,-0.2705172341414636,0.0,0.0,0.0
4592,0.0,0.0,0.0,-0.27332389702986076,0.0,0.0,0.0,-0.27296272743235217,0.0,1.0,0.0
516,0.0,0.0,0.0,-0.29719136524328027,0.0,0.0,0.0,-0.19097890757549404,1.0,0.0,0.0
424,0.0,0.0,1.0,-0.3058273724083564,0.0,0.0,0.0,0.009706859527074917,1.0,0.0,0.0
4081,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,-0.19376947344944462,1.0,0.0,0.0
6566,0.0,0.0,0.0,-0.2935161536474401,0.0,0.0,0.0,-0.20905797551121716,1.0,0.0,0.0
4866,0.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,-0.12681269012333535,1.0,0.0,0.0
4938,0.0,0.0,0.0,-0.2899150875722451,0.0,0.0,0.0,-0.23945063055169025,1.0,0.0,0.0
5351,0.0,1.0,0.0,-0.29416640103423436,0.0,0.0,0.0,-0.4800985911288214,1.0,0.0,0.0
1866,1.0,1.0,0.0,-0.002448425970222903,0.0,0.0,0.0,0.8227284655601778,1.0,0.0,1.0
2472,0.0,0.0,1.0,-0.30964925711153646,0.0,0.0,0.0,-0.34030768543533185,1.0,0.0,0.0
4985,0.0,0.0,0.0,0.17565413562914334,0.0,0.0,0.0,-0.12650515388691067,1.0,0.0,0.0
5899,0.0,0.0,0.0,-0.2992568001838276,0.0,0.0,0.0,-0.22078047618186872,1.0,0.0,0.0
4167,0.0,0.0,0.0,-0.29863126813118046,0.0,0.0,0.0,-0.2361461194118904,1.0,0.0,0.0
2760,1.0,0.0,0.0,-0.30316410855159376,0.0,0.0,0.0,-0.1921759234890465,1.0,0.0,0.0
2827,0.0,0.0,0.0,-0.013411715497723768,0.0,1.0,0.32,-0.1808956766469862,1.0,0.0,0.0
4186,0.0,0.0,0.0,-0.29900615873625974,0.0,0.0,0.0,-0.13917802117125616,1.0,0.0,0.0
2777,0.0,0.0,1.0,-0.2630454425161113,0.0,0.0,0.0,-0.33020385237224814,1.0,0.0,0.0
4742,0.0,0.0,0.0,-0.23645249847563465,0.0,0.0,0.0,-0.19754185689462642,1.0,1.0,0.0
4476,0.0,0.0,0.0,-0.2604661937630216,0.0,0.0,0.0,1.1987895394932144,1.0,0.0,1.0
2779,0.0,0.0,1.0,-0.26290215091871744,0.0,0.0,0.0,-0.24889980120753996,1.0,0.0,0.0
660,0.0,0.0,0.0,-0.2911904110022005,0.0,0.0,0.0,-0.21923167562028847,1.0,0.0,0.0
133,0.0,0.0,0.0,-0.30987708912042616,1.0,0.0,0.0,1.4261669813596758,1.0,0.0,1.0
4232,0.0,0.0,1.0,-0.29874247969823736,0.0,0.0,0.0,-0.1036618469921268,1.0,0.0,0.0
1710,0.0,0.0,0.0,-0.24333049515054056,0.0,0.0,0.0,0.26022631287379866,1.0,1.0,1.0
283,0.0,0.0,0.0,-0.30987708941606756,0.0,0.0,0.0,0.5753317800295142,1.0,0.0,1.0
2594,0.0,0.0,0.0,-0.28223465795193353,0.0,0.0,0.0,-0.35150374574109156,1.0,0.0,0.0
1164,0.0,0.0,1.0,-0.3001490722799068,0.0,0.0,0.0,-0.1538986299290152,1.0,0.0,0.0
4007,0.0,0.0,0.0,-0.29851851272335583,0.0,0.0,0.0,-0.21907710070449998,1.0,0.0,0.0
2706,0.0,0.0,0.0,-0.2683719370675111,0.0,1.0,8.68,-0.29561957089524615,1.0,0.0,0.0
2509,0.0,0.0,0.0,-0.30201888612483113,0.0,0.0,0.0,-0.12079869249892994,1.0,0.0,0.0
6373,0.0,0.0,0.0,-0.26418971479466685,0.0,0.0,0.0,-0.40117012688111137,1.0,0.0,0.0
173,0.0,0.0,0.0,-0.30987708941608083,0.0,1.0,1.06,0.030946890264571977,1.0,0.0,0.0
4588,0.0,0.0,0.0,-0.2719759677964453,0.0,0.0,0.0,-0.1669100510279846,0.0,0.0,0.0
3694,0.0,0.0,0.0,-0.2896472805178055,0.0,0.0,0.0,-0.2704837779367081,1.0,0.0,0.0
4298,0.0,0.0,0.0,-0.29367069411995267,0.0,0.0,0.0,-0.13498024827234087,1.0,0.0,0.0
820,0.0,0.0,0.0,-0.29766172779273176,0.0,0.0,0.0,-0.2379088857608447,1.0,0.0,0.0
3154,0.0,0.0,0.0,-0.2902006825491198,0.0,0.0,0.0,-0.25004652035223507,0.0,0.0,0.0
3416,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.04467466945181681,1.0,0.0,0.0
3571,0.0,0.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.18330197485765903,1.0,0.0,0.0
5224,0.0,0.0,0.0,0.08374174853964306,0.0,0.0,0.0,-0.17500624293170805,1.0,0.0,0.0
1027,1.0,1.0,0.0,-0.2424806277453079,0.0,0.0,0.0,0.11893291256917855,1.0,1.0,0.0
2473,0.0,0.0,1.0,-0.30964939269910113,0.0,0.0,0.0,-0.31300987918420586,1.0,0.0,0.0
6226,0.0,0.0,1.0,-0.30785816021969714,0.0,0.0,0.0,-0.21533630957905223,1.0,0.0,0.0
4015,0.0,0.0,0.0,-0.2883942202040439,0.0,0.0,0.0,-0.2616565832776583,1.0,0.0,0.0
2856,0.0,1.0,0.0,2.15295959351502,0.0,0.0,0.0,0.05686530114608021,1.0,0.0,0.0
3917,0.0,0.0,0.0,-0.27965491508988727,0.0,0.0,0.0,-0.2049922490462201,1.0,0.0,0.0
4668,0.0,0.0,0.0,-0.2663955012413887,0.0,0.0,0.0,0.16441405727191516,1.0,0.0,0.0
4725,0.0,0.0,0.0,-0.23758203155026358,0.0,0.0,0.0,-0.18610829109965996,1.0,0.0,0.0
5120,0.0,0.0,0.0,-0.30044524118845123,0.0,0.0,0.0,-0.4192866442430401,1.0,0.0,0.0
821,0.0,0.0,0.0,-0.2976607395748187,0.0,0.0,0.0,-0.21881029991332235,1.0,0.0,0.0
4731,0.0,0.0,0.0,-0.2438641328235936,0.0,0.0,0.0,-0.18825466446189193,1.0,0.0,0.0
3327,0.0,0.0,1.0,-0.2852190760493783,0.0,0.0,0.0,-0.12128080316266183,0.0,0.0,0.0
5061,0.0,0.0,0.0,-0.2689332448421299,0.0,0.0,0.0,-0.030888348240557636,1.0,0.0,0.0
5720,0.0,0.0,0.0,-0.27494062153562887,0.0,0.0,0.0,-0.46113768690403056,1.0,0.0,0.0
4779,0.0,0.0,0.0,0.9352774810410198,0.0,0.0,0.0,-0.15288212669108134,1.0,0.0,0.0
1906,0.0,0.0,0.0,-0.13199786506506672,0.0,0.0,0.0,-0.1608583079733477,1.0,0.0,0.0
6618,0.0,0.0,0.0,-0.3098439841159936,0.0,0.0,0.0,-0.22829774936274663,1.0,0.0,0.0
1075,0.0,0.0,0.0,-0.11910162129961818,0.0,0.0,0.0,-0.06936752859427925,1.0,0.0,0.0
1480,0.0,0.0,0.0,-0.3001184375246019,0.0,0.0,0.0,0.6316573281781532,1.0,0.0,1.0
4191,0.0,0.0,0.0,-0.2991039172911727,0.0,0.0,0.0,-0.2758033896747371,1.0,0.0,0.0
2268,0.0,0.0,0.0,-0.3090568612185416,0.0,0.0,0.0,-0.15007570600829484,1.0,0.0,0.0
723,1.0,1.0,0.0,-0.29972967259760364,0.0,0.0,0.0,-0.10020025381220166,1.0,0.0,0.0
927,0.0,0.0,0.0,-0.28042819560685767,0.0,1.0,0.0,0.07382990598987518,1.0,1.0,0.0
3879,0.0,0.0,0.0,-0.28702850304819333,0.0,0.0,0.0,0.008388288738959837,1.0,0.0,0.0
4548,0.0,0.0,0.0,-0.2529419025729737,0.0,0.0,0.0,-0.491539294851116,0.0,1.0,0.0
623,0.0,0.0,1.0,-0.3098769709186969,0.0,0.0,0.0,-0.180690141906632,1.0,0.0,0.0
115,0.0,0.0,0.0,-0.30987708912850975,0.0,0.0,0.0,-0.398089649042521,0.0,0.0,0.0
5139,0.0,0.0,1.0,-0.30029542735283116,0.0,0.0,0.0,-0.20929073741456558,1.0,0.0,0.0
1025,0.0,0.0,0.0,-0.2568839038281748,0.0,0.0,0.0,-0.41362688096744066,1.0,0.0,0.0
5485,0.0,0.0,0.0,-0.2856113985608636,0.0,0.0,0.0,-0.2739598562799676,1.0,0.0,0.0
1541,0.0,0.0,0.0,0.19332347191467747,0.0,0.0,0.0,0.29585571974844754,1.0,1.0,1.0
5176,0.0,0.0,0.0,-0.2969039879906622,0.0,1.0,0.27,-0.2635436339248582,1.0,0.0,0.0
6001,0.0,0.0,0.0,-0.18585574132690164,0.0,0.0,0.0,0.031333054207810275,1.0,0.0,0.0
2938,0.0,0.0,0.0,-0.24220155500665944,0.0,0.0,0.0,-0.10285377049154683,1.0,0.0,0.0
5633,0.0,0.0,0.0,-0.23694660743216525,0.0,0.0,0.0,-0.09218381829660523,1.0,0.0,0.0
6592,0.0,0.0,1.0,-0.3098133493606887,0.0,0.0,0.0,-0.308128240862187,1.0,0.0,0.0
2717,0.0,0.0,0.0,-0.27057566301363756,0.0,0.0,0.0,-0.19559517046728703,1.0,0.0,0.0
6607,0.0,0.0,0.0,-0.3098442015239345,0.0,0.0,0.0,-0.01661977601376651,1.0,0.0,0.0
2174,0.0,0.0,0.0,-0.22340802202322693,0.0,0.0,0.0,-0.14745293237407844,1.0,0.0,0.0
59,0.0,0.0,0.0,-0.23049947376735405,0.0,0.0,0.0,-0.05004060285739673,1.0,1.0,0.0
2794,1.0,1.0,1.0,0.4574326149235852,0.0,0.0,0.0,-0.2810206147828823,1.0,1.0,0.0
2591,0.0,0.0,0.0,-0.2828947875178584,0.0,0.0,0.0,0.22659466181265506,1.0,0.0,1.0
6570,0.0,0.0,0.0,-0.30982624560445415,0.0,1.0,0.12,-0.4162331263225887,1.0,0.0,0.0
3619,0.0,0.0,0.0,-0.2992568001838276,0.0,0.0,0.0,-0.18619084392128424,1.0,0.0,0.0
150,0.0,0.0,0.0,0.26987448786667567,1.0,1.0,0.0,2.008021878441971,1.0,1.0,1.0
2050,0.0,0.0,0.0,-0.30640943275914945,0.0,0.0,0.0,-0.17227590716628938,1.0,0.0,0.0
6563,0.0,1.0,0.0,-0.29446187819023967,0.0,0.0,0.0,-0.20552884238677807,1.0,0.0,0.0
5171,0.0,0.0,0.0,-0.2980024564351941,0.0,1.0,0.27,-0.21489654379553247,1.0,0.0,0.0
4358,0.0,0.0,1.0,-0.3078304901181314,0.0,0.0,0.0,-0.2487580609268982,0.0,0.0,0.0
4733,0.0,0.0,0.0,-0.2429747367018385,0.0,0.0,0.0,-0.20792287421388295,1.0,0.0,0.0
6642,1.0,1.0,0.0,-0.3098347146319691,0.0,0.0,0.0,0.09591278577437704,1.0,0.0,0.0
3243,0.0,0.0,0.0,-0.26288732765002154,0.0,0.0,0.0,-0.1505673441827757,1.0,0.0,0.0
2642,0.0,0.0,1.0,-0.2683551373629891,0.0,0.0,0.0,-0.1508847711016031,1.0,0.0,0.0
518,0.0,0.0,0.0,-0.2973885526656554,0.0,0.0,0.0,-0.16596540262332918,1.0,0.0,0.0
3003,0.0,0.0,0.0,-0.29011273115485736,0.0,1.0,0.0,-0.16992793806129589,1.0,0.0,0.0
1145,0.0,0.0,1.0,-0.3028054020302153,0.0,0.0,0.0,-0.24448090748185108,1.0,0.0,0.0
5697,0.0,0.0,0.0,0.4033197784401806,0.0,0.0,0.0,-0.14249976307662005,1.0,0.0,0.0
5879,0.0,0.0,0.0,-0.2666642965236236,0.0,0.0,0.0,0.12084373790491779,1.0,0.0,0.0
5197,0.0,0.0,0.0,-0.170373137592261,0.0,0.0,0.0,0.1042723185038143,1.0,1.0,0.0
2317,1.0,1.0,0.0,-0.300218840062682,0.0,0.0,0.0,-0.1939508091539691,1.0,0.0,0.0
3958,0.0,0.0,0.0,-0.1684631060570247,0.0,0.0,0.0,-0.06760371565796797,1.0,0.0,0.0
5589,0.0,0.0,0.0,-0.30634816324853964,0.0,0.0,0.0,-0.1673184878673259,1.0,0.0,0.0
1049,0.0,0.0,0.0,-0.2754871060415517,0.0,1.0,0.7,-0.11649603429620528,1.0,0.0,0.0
308,0.0,0.0,0.0,-0.309877089407543,0.0,0.0,0.0,4.32068954675875,1.0,0.0,1.0
6525,0.0,0.0,0.0,-0.2866740390976686,0.0,0.0,0.0,-0.17061396668899798,1.0,0.0,0.0
1176,0.0,0.0,1.0,-0.300120413960428,0.0,0.0,0.0,-0.2396621800641811,1.0,0.0,0.0
985,0.0,0.0,0.0,-0.2919409342940205,0.0,0.0,0.0,-0.13349727204153886,1.0,0.0,0.0
6655,1.0,1.0,0.0,-0.30817326535989165,0.0,0.0,0.0,1.0158195153394305,1.0,1.0,1.0
6432,0.0,0.0,0.0,-0.2619983145584653,0.0,0.0,0.0,-0.18948348514609428,1.0,0.0,0.0
5325,0.0,0.0,0.0,-0.284503606280322,0.0,0.0,0.0,-0.10330781101048052,1.0,0.0,0.0
4799,1.0,1.0,0.0,4.631212475889876,0.0,0.0,0.0,-0.03712108627319277,1.0,0.0,0.0
5484,0.0,0.0,0.0,-0.2852754044704228,0.0,0.0,0.0,-0.22205766517561967,1.0,0.0,0.0
3079,0.0,0.0,0.0,0.11999770276553706,0.0,0.0,0.0,-0.1497633494813796,1.0,0.0,0.0
4659,0.0,0.0,1.0,-0.25640165348660093,0.0,0.0,0.0,-0.3488421152719147,1.0,0.0,0.0
4171,0.0,0.0,0.0,-0.29877028259000166,0.0,0.0,0.0,-0.13563234521164677,1.0,0.0,0.0
1539,0.0,0.0,0.0,0.09529225493900728,0.0,0.0,0.0,0.1388708213519886,1.0,0.0,0.0
41,0.0,0.0,0.0,-0.2639842495335194,0.0,0.0,0.0,-0.11193837280988207,1.0,0.0,0.0
239,0.0,0.0,1.0,-0.30987708941607883,0.0,0.0,0.0,-0.18522656821925856,1.0,0.0,0.0
3681,0.0,0.0,1.0,-0.289913111136419,0.0,0.0,0.0,-0.3853448643636756,1.0,0.0,0.0
4182,0.0,0.0,0.0,-0.29897297463963785,0.0,0.0,0.0,-0.3146360469101611,1.0,0.0,0.0
1354,0.0,0.0,0.0,-0.309877070010446,0.0,0.0,0.0,-0.27751213632770316,1.0,0.0,0.0
932,0.0,1.0,0.0,-0.2634802583978582,0.0,1.0,0.0,-0.07680835526907813,1.0,0.0,0.0
756,1.0,1.0,0.0,-0.2992984143003437,0.0,0.0,0.0,-0.19846648936455205,1.0,0.0,0.0
5321,1.0,0.0,0.0,-0.30987708941608116,0.0,0.0,0.0,0.21798777075132042,1.0,0.0,1.0
39,0.0,0.0,0.0,-0.26108817811750235,0.0,0.0,0.0,-0.1851252549423674,1.0,0.0,0.0
2618,0.0,0.0,0.0,-0.2828542705834229,0.0,0.0,0.0,-0.4895638545730052,1.0,0.0,0.0
4189,0.0,0.0,0.0,-0.2990388118873356,0.0,0.0,0.0,-0.22200108489256773,1.0,0.0,0.0
1992,0.0,0.0,1.0,-0.3079490762676988,0.0,0.0,0.0,-0.37089086122711684,1.0,0.0,0.0
3756,0.0,0.0,0.0,2.17153809028057,0.0,0.0,0.0,-0.19203145605120395,1.0,0.0,0.0
4174,0.0,0.0,0.0,-0.2982868710202943,0.0,0.0,0.0,-0.3833982903864116,1.0,0.0,0.0
694,0.0,0.0,0.0,-0.3021898409248368,0.0,0.0,0.0,-0.17498429838578466,1.0,0.0,0.0
